Canal,Nome vídeo,Data
adsense,Watched https://www.youtube.com/watch?v=6SfBPAKec88,2015-10-27 14:09:29.562
Canal do Pirulla,Watched Ateísmo é escolha? (#Pirula 114),2015-10-27 02:51:59.765
reVisão,Watched O Poder do Ainda Não | Pense sobre isso...,2015-10-27 02:46:55.146
Mega Curioso,Watched Os 7 maiores clássicos das reportagens que viraram memes,2015-10-27 02:43:48.450
adsense,Watched https://www.youtube.com/watch?v=uSwPG2WXhH8,2015-10-27 02:41:20.587
Mega Curioso,Watched 5 sinais que indicam que os vampiros poderiam existir,2015-10-27 02:38:47.807
Amada Foca,Watched POSSUÍDOS - CROWDFUNDING DO FILME DO AMADA FOCA,2015-10-27 02:38:34.592
Amada Foca,Watched CASA DA FOCA #08 - O FILME DO AMADA FOCA,2015-10-27 02:32:19.636
Pipocando,Watched OS PRIMEIROS FILMES DE TERROR DO CINEMA!,2015-10-27 01:49:00.768
Desimpedidos,Watched GOLS DA ZUEIRA - BRASILEIRÃO 2015 RODADA #32,2015-10-27 01:42:27.904
Warner Bros. Pictures Brasil,Watched Batman vs Superman: A Origem da Justiça - Trailer 1 (dub) [HD],2015-10-26 19:02:04.025
Warner Bros. Pictures Brasil,Watched Batman vs Superman: A Origem da Justiça - Trailer da Comic-Con (leg) [HD],2015-10-26 18:58:27.092
New York Magazine,"Watched ""Batman v Superman"" Circa 1949: ""Vulture Remix"" Episode 15",2015-10-26 18:56:18.398
Mauricio Meirelles,Watched WEBBULLYING #76 - MARCOS KLEINE -  ULTRAJE A RIGOR,2015-10-26 17:19:20.808
Fundos da Porta,Watched MAKING OF - SABE COM QUEM TÁ FALANDO?,2015-10-26 16:44:18.390
adsense,Watched https://www.youtube.com/watch?v=etJd7QDRGas,2015-10-26 16:43:33.946
adsense,Watched https://www.youtube.com/watch?v=GiqJaCTDrew,2015-10-26 16:35:52.169
MundoMolusco,Watched ENROLANDO COM MOLUSCO - EU SOU O GABE,2015-10-26 14:26:04.955
Folha de S.Paulo,"Watched MV Bill grava clipe em 360º, com formato tipo Google Street View",2015-10-26 14:19:14.804
Amada Foca,Watched POSSUÍDOS - CROWDFUNDING DO FILME DO AMADA FOCA,2015-10-26 14:14:54.604
Chico Rezende,Watched DECIFRANDO A PESSOA AMADA | Chico Rezende,2015-10-26 14:11:30.207
Porta dos Fundos,Watched SABE COM QUEM TÁ FALANDO?,2015-10-26 14:09:03.226
adsense,Watched https://www.youtube.com/watch?v=NWh7khAMBM4,2015-10-26 03:39:45.632
TNT Sports Brasil,Watched Cristiano Ronaldo e Messi evitam se cumprimentar e causam polêmica,2015-10-26 03:19:53.817
TNT Sports Brasil,"Watched Cristiano Ronaldo se irrita com gritos de ""Messi""!",2015-10-26 03:18:50.212
TNT Sports Brasil,"Watched Neymar se irrita com pergunta: ""não estava morto""",2015-10-26 03:17:28.698
Humberto Buteco,Watched Carlos Alberto discute com jornalista,2015-10-26 03:16:02.190
Rolê Gourmet,"Watched Dogão de Miojo, A Lenda!",2015-10-26 03:14:42.205
Flavinho Kavalo,Watched O ''jogador de futebol'' mais mentiroso da história,2015-10-26 03:13:27.483
fuinha´s corporation,Watched Susana Vieira Chupando Microfone,2015-10-26 03:12:02.306
Beckerral Celebridades,Watched Susana Vieira dá bronca em sexóloga durante o “Altas Horas,2015-10-26 03:11:22.256
Canal do Pirulla,"Watched Desarmadendo 4 - ""Gun free zones"", drogas e automóveis",2015-10-25 13:05:35.601
Canal do Pirulla,Watched Desarmadendo 3 - ditaduras e os dados no Brasil,2015-10-25 12:39:27.359
Canal do Pirulla,Watched Desarmadendo 2: Chicago e Austrália,2015-10-25 12:22:37.430
Canal do Pirulla,"Watched Desarmadendo 1: A ""pesquisa de Harvard""",2015-10-25 11:57:28.511
Canal do Pirulla,Watched Reflexões sobre o desarmamento,2015-10-25 11:07:17.978
ghostintroduction,Watched Como fazer programa não abrir quando ligar pc,2015-10-25 02:38:13.208
Rick Astley,Watched Rick Astley - Never Gonna Give You Up (Official Music Video),2015-10-25 02:31:17.462
Coisa de Nerd,Watched A SAGA DO FIAT 147! - Poly Bridge (Parte 09),2015-10-25 01:00:58.194
Pipocando,Watched PONTE DOS ESPIÕES - CRÍTICA,2015-10-25 00:45:25.254
Fundos da Porta,Watched MAKING OF - TANANÃ,2015-10-25 00:37:42.875
VJ4rawr2,Watched Back to the Future 4 - 2020 Parody Movie Trailer,2015-10-25 00:35:57.021
Porta dos Fundos,Watched TANANÃ,2015-10-25 00:33:47.173
Cadê a chave?,Watched SOLTANDO OS CACHORROS -Ep.580,2015-10-25 00:24:37.351
FenixYTB,Watched League of Legends - Vi Jungle Gameplay - WHEPA Socão [PT-BR],2015-10-23 22:27:04.039
Mega Curioso,"Watched 5 paranoicos que estavam certos, no fim das contas",2015-10-23 22:24:04.068
Mauricio Meirelles,Watched PERGUNTAS NUNCA FEITAS ANTES #1 - JACK BLACK,2015-10-23 22:01:19.639
adsense,Watched https://www.youtube.com/watch?v=04iWTyHL8vk,2015-10-23 14:33:10.254
Canal do Pirulla,"Watched A USP, o câncer, e a ""cura"" (#Pirula 117.1)",2015-10-23 03:18:40.738
The Noite com Danilo Gentili,"Watched The Noite (15/10/15) - Rodada da Noite com Fernando Castaño, Júlio Cocielo e Rominho Braga",2015-10-23 03:17:12.350
The Noite com Danilo Gentili,Watched The Noite (21/10/15) - Entrevista com Jack Black,2015-10-23 03:12:29.660
Pipocando,Watched JACK BLACK NO BRASIL - COBERTURA ESPECIAL,2015-10-23 03:03:08.126
Rolê Gourmet,Watched Um Brinde #77 - Hermes&Renato,2015-10-23 02:51:49.465
adsense,Watched a video that has been removed,2015-10-23 02:51:21.996
adsense,Watched https://www.youtube.com/watch?v=liOmmmTlP6A,2015-10-23 01:41:25.413
adsense,Watched a video that has been removed,2015-10-23 01:23:35.988
adsense,Watched https://www.youtube.com/watch?v=Sw5tLtjEkzo,2015-10-22 19:37:34.593
Fundos da Porta,Watched MAKING OF - SIGNO,2015-10-22 18:37:37.160
Pixar,Watched 20 Years of Friendship,2015-10-22 16:39:26.381
MundoEdu,Watched 🏺 Antiguidade Ocidental (1/4): Grécia Antiga - Formação - História - ENEM,2015-10-22 14:38:26.186
adsense,Watched https://www.youtube.com/watch?v=zZRXvFOMMk0,2015-10-22 14:38:22.217
Porta dos Fundos,Watched SIGNO,2015-10-22 14:24:26.006
Rafi Bastos,Watched 8 MINUTOS - JACK BLACK,2015-10-22 14:11:26.982
Forfun,Watched Forfun - A Vida Me Chamou [Teaser],2015-10-22 03:30:28.982
reVisão,Watched FRED DESIMPEDIDOS: Velocidade do Chute I Curiosidades,2015-10-22 03:22:43.816
Desimpedidos,Watched TOP 10  MITAGENS NO TREINO - FRED +10,2015-10-22 03:06:03.763
"cavalcanti, l.",Watched Those Dancing Days - Actionman live (Sopa de Auditório),2015-10-22 02:58:33.232
SOindiee,Watched Those Dancing Days-Actionman + lyrics,2015-10-22 02:50:13.868
Pipocando,Watched 5 MELHORES FILMES COM O JOHNNY DEPP!,2015-10-22 02:36:32.038
Canal GeekTech,Watched Windows 10 Mobile no Nokia Lumia 520 Build 10536 - [Desempenho em 512MB de RAM],2015-10-21 23:30:32.532
adsense,Watched https://www.youtube.com/watch?v=uu383yZHrtM,2015-10-21 23:29:01.418
David Thomazone,Watched Video-Aula - Arpejos Maiores e Menores (Arpeggios/Shapes),2015-10-21 23:23:56.402
TV Cifras,Watched Exercício de Arpejo - Aula Técnica - aula de guitarra,2015-10-21 23:23:47.375
SOindiee,Watched Those Dancing Days-Actionman + lyrics,2015-10-21 23:13:12.906
People Are Awesome,Watched PEOPLE ARE AWESOME (FAST WORKERS EDITION),2015-10-21 23:05:22.134
adsense,Watched a video that has been removed,2015-10-21 19:05:09.460
Garagem de Unicórnio,Watched COCEIRA NO TOBA | KAREN JONZ E GABI LOPES,2015-10-21 16:42:44.663
Maguila Dn,Watched 821901,2015-10-21 16:07:23.196
Folha de S.Paulo,Watched Mostra lembra carreira de Pierre Cardin; veja entrevista,2015-10-21 14:02:09.606
Folha de S.Paulo,Watched Homem é filmado espancando os filhos em Registro (SP),2015-10-21 14:01:36.025
adsense,Watched https://www.youtube.com/watch?v=JdzSQQzQ8sc,2015-10-21 14:01:28.682
Rolê Gourmet,Watched Onion Rings da Hermética Babaca,2015-10-21 04:41:31.074
Rolê Gourmet,Watched Brigadeiro de Leite com Pera Feat. Hermes e Renato,2015-10-21 04:41:13.316
Panelaço,Watched Panelaço com João Gordo - Pipoca Temperada com Grace Gianoukas,2015-10-21 03:06:36.811
Charlie The Beagle,Watched Sweet Baby Consoles And Hugs Guilty Dog After He Tried to Steal Food,2015-10-21 03:05:14.069
Rafi Bastos,Watched 8 MINUTOS - MAISA,2015-10-21 02:54:11.283
Poliedro Educação,Watched Videoaulas Poliedro | Enem | Max Weber - A ética protestante e o espírito do capitalismo,2015-10-20 18:53:10.969
Poliedro Educação,Watched Videoaulas Poliedro | Enem | O brasileiro é o Homem Cordial?,2015-10-20 18:46:01.679
MultiRio,"Watched Cidade de Leitores trata do ""homem cordial"" de Raízes do Brasil - Parte 1",2015-10-20 18:18:10.290
Rafael Pinto,Watched Raizes do Brasil - Sergio Buarque de Hollanda - Parte 1,2015-10-20 18:12:56.918
Carlão Carbone,Watched Fragmentos da Várzea - Entrada Nove de Julho (Futebol de Várzea),2015-10-20 14:13:12.529
Carlão Carbone,Watched Fragmentos da Várzea - Caiando com a mão (Futebol de Várzea),2015-10-20 14:13:01.203
Carlão Carbone,Watched Fragmentos da Varzea Massagista Futebol de Várzea,2015-10-20 14:12:45.375
Carlão Carbone,Watched Fragmentos da Várzea - Buzina de Botijão - Futebol de Várzea,2015-10-20 14:12:23.839
Carlão Carbone,Watched Fragmentos da Várzea - Troca de Chuteiras - Futebol de Várzea,2015-10-20 14:11:39.284
Carlão Carbone,Watched Fragmentos da Várzea - Chegada de Caminhão - Futebol de Várzea,2015-10-20 14:11:16.227
Carlão Carbone,Watched Fragmentos da Várzea - Choque de cabeças - Futebol de Várzea,2015-10-20 14:10:50.184
Carlão Carbone,Watched Fragmentos da Várzea - Juiz Sensato - Futebol de Várzea,2015-10-20 14:09:47.892
Carlão Carbone,Watched Fragmentos da Várzea - Defesaça - Futebol de Várzea,2015-10-20 14:08:58.154
Carlão Carbone,Watched Fragmentos da Várzea - Sem desculpa para a Lama - Futebol de Várzea,2015-10-20 14:08:29.334
São Paulo FC,Watched BASTIDORES: SÃO PAULO X VASCO | SPFCTV,2015-10-20 13:54:11.753
Coisa de Nerd,Watched DEU UM TRABALHÃO EDITAR ISSO! - TowerFall Ascension,2015-10-20 13:40:18.139
Folha de S.Paulo,Watched SURTO NERD: A redação da Folha reage ao trailer de 'O Despertar da Força',2015-10-20 13:40:01.525
Star Wars Brasil,Watched Trailer Oficial  - Star Wars: O Despertar da Força,2015-10-20 02:30:11.224
Fundos da Porta,Watched MAKING OF - REMÉDIO,2015-10-20 01:05:15.260
Porta dos Fundos,Watched REMÉDIO,2015-10-20 01:02:45.209
Chico Rezende,Watched AULA DE WHATSAPP | Chico Rezende,2015-10-20 01:00:03.005
Estadão,Watched Explosão destrói imóveis e deixa feridos no Rio,2015-10-20 00:56:53.949
Pipocando,Watched PRIMEIRO FILME COM COMPUTAÇÃO GRÁFICA!,2015-10-20 00:50:32.410
Amada Foca,Watched METROFOBIA - AMADA FOCA,2015-10-20 00:48:22.866
Amada Foca,Watched CASA DA FOCA #07 -  PRIMEIRA GRAVAÇÃO - AMADA FOCA,2015-10-20 00:43:32.694
Maguila Dn,Watched 821901,2015-10-20 00:09:35.953
adsense,Watched https://www.youtube.com/watch?v=JSygh-wKcDM,2015-10-19 22:28:27.511
Agora Aprendo,Watched Introdução à Morfologia - Gramática - Aula 2 - Português,2015-10-19 21:54:48.220
Agora Aprendo,Watched Introdução à Morfologia - Gramática - Aula 1 - Português,2015-10-19 21:54:44.298
Agora Aprendo,Watched Português - Substantivos - Aula 2 - Flexão de Gênero,2015-10-19 21:52:57.248
Agora Aprendo,Watched Português - Substantivos - Aula 1 - Classificação,2015-10-19 21:48:49.405
Desimpedidos,Watched GOLS DA ZUEIRA - BRASILEIRÃO 2015 RODADA #31,2015-10-19 21:44:15.803
Manguinha13,"Watched Torcida do São Paulo, impossivel nao se arrepiar !!",2015-10-19 04:39:30.475
Canal Torcida Soberana,"Watched SOU, EU SOU TRICOLOR - NOVA MUSICA DA TORCIDA DO SÃO PAULO (GRITO DA LIBERTADORES) OFICIAL",2015-10-19 04:39:12.182
radio aniquilasom,Watched SOU EU SOU TRICOLOR ( NUNCA FUI REBAIXADO),2015-10-19 04:38:59.088
Aline Cardoso,"Watched Sou, sou TRICOLOR - SPFC x Galinhas - 02/12/2012 - Pacaembu",2015-10-19 04:37:47.373
adsense,Watched a video that has been removed,2015-10-19 01:32:00.767
adsense,Watched https://www.youtube.com/watch?v=zLkVVIEySwM,2015-10-19 01:20:33.992
Cifra Club,Watched Cifra Club Social | O roubo do Cifra Club :O,2015-10-19 01:19:06.675
Porta dos Fundos,Watched MEDO,2015-10-19 00:38:39.764
São Paulo FC,Watched ARMADURA: #PRASEMPREM1TO | SPFCTV,2015-10-19 00:38:30.137
EuTestei,Watched Redmi 2 Xiaomi Smartphone - Vídeo Resenha EuTestei Brasil,2015-10-19 00:15:28.613
Coisa de Nerd,Watched PASSANDO MEDO! - Five Nights at Freddy's 4 (com Malena),2015-10-18 14:44:41.802
Monark,Watched Aventura Na Arena! (HeartStone) - Epi 3,2015-10-18 05:17:46.082
adsense,Watched https://www.youtube.com/watch?v=7yk-etdqCbk,2015-10-17 19:46:45.279
Lola Dacal,Watched Philip Glass Metamorphosis full album 2006 piano Branka Parlic,2015-10-17 04:50:27.931
EuroMusicTV1,"Watched ARCHIVIO IEM: Maurice Ravel, Bolero ( London Symphony Orchestra / Valery Gergiev)",2015-10-17 04:33:43.107
TheFeynmanParticle,Watched Vivaldi - Spring,2015-10-17 04:33:19.716
Alyson Carneiro,Watched Alceu Valença - Espelho Cristalino (full album),2015-10-17 04:31:17.131
Fundos da Porta,Watched MAKING OF - LETRA,2015-10-17 04:28:08.433
Porta dos Fundos,Watched LETRA,2015-10-17 04:25:46.473
Desimpedidos,Watched GOLS DA ZUEIRA - BRASILEIRÃO 2015 RODADA #30,2015-10-17 04:09:06.275
National Geographic,Watched See How Easily a Rat Can Wriggle Up Your Toilet | National Geographic,2015-10-17 01:04:03.223
adsense,Watched https://www.youtube.com/watch?v=suqVVums-sU,2015-10-17 00:32:58.942
adsense,Watched https://www.youtube.com/watch?v=ywTegZvwwSw,2015-10-17 00:24:34.024
5 Alguma Coisa,Watched 5 COISAS IDIOTAS QUE OS FÃS DO 5 ALGUMA COISA FAZEM 02,2015-10-17 00:22:08.439
TV Paranaíba,Watched BALANÇO GERAL - Suspeito fala demais e se entrega,2015-10-17 00:18:44.345
Rolê Gourmet,Watched Um Brinde #76 - Amamos a Jiang!,2015-10-17 00:10:28.062
Rolê Gourmet,Watched O Melhor Frango Xadrez #XiaomiChegou,2015-10-16 23:57:57.683
adsense,Watched https://www.youtube.com/watch?v=kpAIiEAQeOM,2015-10-16 23:10:37.674
adsense,Watched https://www.youtube.com/watch?v=zzSyvvq7sX0,2015-10-16 17:14:36.963
adsense,Watched a video that has been removed,2015-10-16 17:04:32.887
adsense,Watched https://www.youtube.com/watch?v=m1RBHGyU5cs,2015-10-16 16:54:25.792
adsense,Watched https://www.youtube.com/watch?v=euRIxD46esA,2015-10-16 02:30:48.631
adsense,Watched https://www.youtube.com/watch?v=4NCnNuj6Tfg,2015-10-16 02:24:40.572
adsense,Watched https://www.youtube.com/watch?v=xBnIl3KDqVU,2015-10-16 02:15:48.790
adsense,Watched https://www.youtube.com/watch?v=EEYHHsAcAAY,2015-10-16 01:47:48.962
I love maths 〈3,Watched How to export Onenote as pdf files,2015-10-15 19:46:35.917
Fundos da Porta,Watched MAKING OF - LIMÃO,2015-10-15 15:26:57.625
Porta dos Fundos,Watched LIMÃO,2015-10-15 15:24:53.241
Vagazoide,Watched Rabiscando A Vida 7#: Dinheiro Não Compra Amor,2015-10-15 15:16:37.442
GuiaInvest,Watched Árvore da Riqueza | Entrevista | Marcos Silvano,2015-10-15 04:05:14.974
Pipocando,Watched BRASILEIROS NO OSCAR!,2015-10-15 03:57:33.516
Amada Foca,Watched COMO SURGEM OS ASTROS - AMADA FOCA,2015-10-15 03:48:43.339
Desimpedidos,Watched TOP 10 VACILOS ÉPICOS - FRED +10,2015-10-15 03:30:48.367
Marc The Geek,Watched PSVita: Call of Duty Roads to Victory PSP Game on PSVita,2015-10-15 03:12:16.232
Aurines Lurdes,Watched 8489216126516,2015-10-14 22:44:20.574
Stevie and Patrick,Watched Stevie,2015-10-14 20:16:51.145
adsense,Watched a video that has been removed,2015-10-14 18:31:50.577
Let's Play MMOs,Watched Dungeon Fighter Online - Primeiras Impressões,2015-10-14 17:37:33.559
Level Up - Jogos Online Gratuitos,Watched [PW] Alvorecer Sombrio - Retalhador,2015-10-14 17:36:11.450
Level Up - Jogos Online Gratuitos,Watched Dungeon Fighter Online chega ao Brasil!,2015-10-14 17:25:06.674
Showlivre,"Watched ""Mariá"" - Forfun no Estúdio Showlivre 2014",2015-10-14 15:32:25.710
Victória Lopes Schmutzler,Watched Forfun - Mariá (Ao vivo em Goiânia),2015-10-14 15:32:21.308
Porta dos Fundos,Watched VENDAS,2015-10-14 15:19:09.908
OK!OK!,"Watched O fim de Taylor e Calvin Harris, Kanye no American Idol e  Koutney Kardashian e Justin Bieber",2015-10-14 15:06:19.432
Rolê Gourmet,Watched PUDIM DO EXORCISTA,2015-10-14 15:06:11.912
SShadow10,Watched UMA ZUERA MAROTA NO GTA V,2015-10-14 05:13:40.757
GuiaInvest,Watched O curso que mudou a minha forma de lidar com o dinheiro,2015-10-14 00:27:35.670
Pipocando,Watched 5 FILMES EM QUE O MAL VENCE!,2015-10-14 00:04:48.768
Maguila Dn,Watched 821901,2015-10-13 23:28:21.290
Rafi Bastos,Watched 8 MINUTOS - LUIZA POSSI,2015-10-13 22:21:12.310
5 Alguma Coisa,Watched 5 COISAS IDIOTAS QUE OS FÃS DO 5 ALGUMA COISA FAZEM,2015-10-13 22:18:23.276
Thiago Glockl,Watched O Rappa - Lado B Lado A 1999 (Álbum Completo),2015-10-13 17:06:34.187
Hugo Lopes,Watched O rappa DVD registro rocinha parte 3 - LADO B LADO A,2015-10-13 17:05:00.226
O Rappa,Watched O Rappa - Auto-Reverse (Clipe Oficial),2015-10-13 17:02:43.872
Bagua Records,"Watched Abrem-se os caminhos - Edi Rock, Alexandre Carlo e Falcão",2015-10-13 16:57:55.899
Bagua Records,Watched Edi Rock - That's My Way ft. Seu Jorge [Video Oficial],2015-10-13 16:57:47.513
Rage Orc,Watched Epic Hearthstone Plays #84,2015-10-13 16:42:45.191
Amada Foca,Watched CASA DA FOCA #06 - HERMES E RENATO,2015-10-13 15:01:58.350
Estadão,Watched Quanto vale o seu dinheiro?,2015-10-13 15:00:36.472
Panelaço,Watched Panelaço com João Gordo - Gaspacho com Criolo,2015-10-13 04:06:46.372
Isaac Neto,Watched Cena de Exorcismo Real,2015-10-12 03:26:42.627
Emmy Leitão,Watched Musica de Suspense / Terror -  Requiem For Dream,2015-10-12 03:26:06.926
Iron Maiden,Watched Iron Maiden - The Wicker Man (Official Video),2015-10-12 03:25:30.646
fil0mat,Watched Black Merda - The Psych Funk of Black Merda [Full album],2015-10-12 03:23:51.914
Rolê Gourmet,Watched Sopa de Wonton da Jiang,2015-10-12 03:15:33.438
KurtCobainVEVO,Watched Kurt Cobain - Sappy (Audio),2015-10-11 20:10:00.778
adsense,Watched a video that has been removed,2015-10-11 16:26:02.628
Cadê a chave?,Watched PRIMEIRO DIA DE BGS -Ep.572,2015-10-11 15:00:28.193
bandastrikeoficial,Watched STRIKE - ACENDE O ISQUEIRO feat. Helio Bentes & Rael,2015-10-11 14:58:53.043
bandastrikeoficial,Watched STRIKE - A COISA (Babylon Remix),2015-10-11 14:57:29.504
Fundos da Porta,Watched MAKING OF - MAQUININHA,2015-10-11 14:52:50.531
Folha de S.Paulo,Watched Abrigo de animais selvagens no litoral de SP sofre com falta de verbas,2015-10-11 14:48:31.207
adsense,Watched https://www.youtube.com/watch?v=lEKrLXIDzNU,2015-10-11 04:51:51.892
Desimpedidos,Watched EXCLUSIVO: Vazou o vídeo da treta de Aidar x Ataíde,2015-10-11 04:50:52.949
EuTestei,Watched 6 minutinhos: Asus Zenfone 2 - Vídeo Análise EuTestei,2015-10-11 04:43:48.575
Coisa de Nerd,Watched ISSO NÃO VAI DAR CERTO! - Gang Beasts (Parte 01),2015-10-11 04:31:57.617
adsense,Watched https://www.youtube.com/watch?v=W18gZKG_e_w,2015-10-10 03:11:43.494
Rolê Gourmet,Watched Sorvete de Diamante Negro Com Oreo ULTRA REFRESCANTE!,2015-10-10 03:02:36.946
5 Alguma Coisa,Watched 5 FORMAS DE CURAR UMA RESSACA,2015-10-10 03:00:37.700
EuTestei,Watched Zenfone 2 ASUS ZE551ML Smartphone - Vídeo Resenha EuTestei Brasil,2015-10-10 02:51:01.607
Observatório do 3º Setor,Watched Exclusivo: crianças entrevistam Fernando e Ana Estela Haddad,2015-10-10 02:47:33.102
bandastrikeoficial,Watched STRIKE - O IMPOSSIVEL ME ATRAI,2015-10-10 02:45:53.386
bandastrikeoficial,Watched STRIKE - A COISA (Babylon Remix),2015-10-10 02:42:35.402
bandastrikeoficial,Watched STRIKE - ROLO COMPRESSOR,2015-10-10 02:39:35.590
Desimpedidos,Watched GOLS DA ZUEIRA - ELIMINATÓRIA DA COPA,2015-10-10 02:37:05.445
CamillaUckers,Watched Camilla Uckers - Quem Nasceu Piriga,2015-10-09 13:07:26.952
eduardobm,Watched DJ André Marques Manda AQUELE Ao Vivo,2015-10-09 13:04:52.673
Porta dos Fundos,Watched SÃO LONGUINHO,2015-10-09 12:45:40.193
Maguila Dn,Watched 821901,2015-10-08 17:18:00.943
Só Alegria,Watched 65958646667484,2015-10-08 17:17:46.236
Só Alegria,Watched 65958646664515,2015-10-08 17:17:20.479
Heriana Salles,Watched Sobe o muro Fofão!!!!,2015-10-08 17:16:59.030
adsense,Watched a video that has been removed,2015-10-08 03:37:27.205
Rafi Bastos,Watched 8 MINUTOS - LUIS LOBIANCO (PORTA DOS FUNDOS),2015-10-08 02:33:52.770
Pipocando,Watched ROLANDINHO E SUA SUPER-VERRUGA - MAKING OF #20,2015-10-08 01:33:04.781
Cadê a chave?,Watched FESTANDO NO YOUTUBE! - Ep.571,2015-10-08 01:31:43.404
Desimpedidos,Watched TOP 10 DRIBLES HUMILHANTES NOS GOLEIROS - FRED +10,2015-10-08 01:13:53.015
WCBD NEWS 2,Watched Fire ant island floating through Dorchester County,2015-10-07 19:50:30.102
wo0ter,Watched Confused Kitten watching a video of himself,2015-10-07 17:02:36.491
gringogringo,Watched DJ Cat,2015-10-07 17:01:10.978
julio cesar,Watched Cachorro DJ,2015-10-07 17:00:22.238
Desimpedidos,Watched LIVE DE TERÇA - CHAPETERROR,2015-10-07 13:45:23.474
JoutJout Prazer,Watched AUTOEXAME: TAVA FAZENDO ERRADO,2015-10-07 13:43:27.329
adsense,Watched a video that has been removed,2015-10-06 02:40:09.176
Skol Music,Watched Jaloo - Ah! Dor! (Clipe Oficial),2015-10-06 02:35:04.581
Trip TV,Watched Trip Transformadores 2015,2015-10-06 02:33:28.446
Pipocando,Watched QUAL O PRIMEIRO FILME EM WIDESCREEN DA HISTÓRIA?,2015-10-06 02:28:54.905
adsense,Watched https://www.youtube.com/watch?v=oYkKmS7lN30,2015-10-06 02:18:37.753
Amada Foca,Watched CASA DA FOCA #05 - SÓ PARA +18,2015-10-06 02:13:04.220
Mauricio Meirelles,Watched WEBBULLYING #73 - Batalha - Julio Cocielo x Marcos Castro,2015-10-05 20:21:33.793
Mega Curioso,Watched Análise de 7 profecias de Nostradamus para 2015,2015-10-05 19:26:43.525
Mega Curioso,Watched 5 lugares tão misteriosos quanto o Triângulo das Bermudas,2015-10-05 19:23:32.264
Rolê Gourmet,Watched Burgão de 1982 Feat. André Mattera,2015-10-05 17:28:26.426
Porta dos Fundos,Watched TOBOÁGUA,2015-10-05 14:55:54.250
Fundos da Porta,Watched MAKING OF - TOBOÁGUA,2015-10-05 14:55:47.448
Fundos da Porta,Watched MAKING OF - AMIGUINHO,2015-10-05 14:26:04.149
Porta dos Fundos,Watched THANK YOU,2015-10-05 14:23:09.592
Chico Rezende,"Watched TU DEU UMA ENGORDADA, HEIN??| Chico Rezende",2015-10-05 14:20:18.025
Pipocando,Watched PERDIDO EM MARTE - CRÍTICA,2015-10-05 05:36:09.785
Coisa de Nerd,"Watched DA RÚSSIA, COM MUITO ÓDIO! - That Level Again (Parte 02)",2015-10-05 05:22:35.337
Bruno Sutter,Watched Compre na lojinha do Detonator e ganhe um DOLLY!,2015-10-05 05:20:49.480
Folha de S.Paulo,Watched Elas no pedal: Mulheres ciclistas são minoria na capital,2015-10-05 05:15:22.819
adsense,Watched a video that has been removed,2015-10-04 20:00:58.580
adsense,Watched https://www.youtube.com/watch?v=gqpdBKfH8T8,2015-10-03 19:48:59.047
adsense,Watched https://www.youtube.com/watch?v=jUpejw4tnw4,2015-10-03 19:29:48.319
Porta dos Fundos,Watched AMIGUINHO,2015-10-03 19:25:53.166
Trip TV,Watched MC Soffia - Princesinha que nada!,2015-10-03 19:22:00.317
adsense,Watched https://www.youtube.com/watch?v=GRmM2LU1rCM,2015-10-03 03:26:15.458
Mega Curioso,Watched Coisas vergonhosas que todo mundo faz e as explicações para isso [Live action],2015-10-03 03:23:09.061
Cifra Club,Watched Qual a diferença do baixo ativo e do passivo? | Pergunte ao Professor,2015-10-03 03:19:44.788
Cadê a chave?,Watched MICROFONE NOVO! (Unboxing) - Ep.568,2015-10-03 03:16:32.267
5 Alguma Coisa,Watched 5 TIPOS DE PROFESSOR,2015-10-03 03:15:56.163
adsense,Watched https://www.youtube.com/watch?v=P7_foo7rE3k,2015-10-02 20:05:21.113
Só Alegria,Watched 65958646664545,2015-10-02 19:45:53.340
adsense,Watched a video that has been removed,2015-10-02 18:48:46.757
adsense,Watched https://www.youtube.com/watch?v=gqpdBKfH8T8,2015-10-02 18:13:35.609
Desimpedidos,Watched TOP 10 CANETAS NO BRASILEIRÃO (HUMILHOU!) - FRED +10,2015-10-02 17:58:52.013
Correio Mes,Watched Dançando no trem,2015-10-02 17:47:34.325
girlofcaribean,Watched Men in Black 3 (2012) - Main Titles Theme,2015-10-02 03:03:52.800
SalmoN TheBrownFish,Watched Jaan oh Baby - (Music Video),2015-10-02 03:02:42.700
adsense,Watched https://www.youtube.com/watch?v=OQj2L5Zuv9Y,2015-10-02 03:01:59.849
Panelaço,Watched Panelaço com João Gordo - Feijoada de Beterraba com Márcio Atalla,2015-10-01 19:46:35.994
Simon's Cat,Watched Box Clever - Simon's Cat | SHORTS #47,2015-10-01 19:43:58.040
Amada Foca,Watched MICROFONE - AMADA FOCA,2015-10-01 19:41:11.057
Zed Corner,Watched Malawian Prophet Shepherd Bushiri 'Walks' On Air Video,2015-10-01 19:24:05.185
adsense,Watched https://www.youtube.com/watch?v=ZsTNT-5-I40,2015-10-01 19:10:55.817
Aurines Lurdes,Watched 8489216126516,2015-10-01 18:44:07.174
Maguila Dn,Watched 821901,2015-10-01 18:41:56.127
Criolo,Watched Criolo - Não existe amor em SP,2015-10-01 16:57:33.919
Criolo,Watched Seleta Coletiva especial com Criolo (part. Tulipa Ruiz e Síntese) @ Audio Club,2015-10-01 16:52:06.221
adsense,Watched https://www.youtube.com/watch?v=rKsYmqKJHZw,2015-10-01 16:42:04.198
